ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Gallery,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _custom_type,Meta: _material,Meta: _color,Meta: _size,Meta: _style
99,simple,pre-owned-2016-uk-queen’s-beasts-the-lion-1-4oz-gold-coin,Pre-Owned 2016 UK Queen's Beasts The Lion 1/4oz Gold Coin,1,0,visible,"The 2016 UK Queen's Beasts The Lion 1/4oz Gold Coin is part of the Queen's Beasts bullion range from The Royal Mint, featuring an original reverse design. The coin's reverse features a majestic lion and details the coin's weight, fineness and year-date. The obverse design depicts the fifth portrait of Queen Elizabeth II, and the monetary denomination of £25. Both the obverse and reverse by British Coin Designer Jody Clark, creator of the fifth portrait of Her Majesty the Queen on UK coinage.Each coin weighs 7.7g and is 999.9 Fine Gold.Minted by The Royal Mint in Llantrisant, South Wales.Fifth portrait of Queen Elizabeth II.VAT Free and Capital Gains Tax Exempt.Finished to bullion standard.Dimensions: Diameter: 22.00mm Other InformationThis coin is the first in a series of ten designs that celebrate each of The Queen’s Beasts. The Queen’s Beasts bullion range celebrates the British Monarchy and the centuries of fascinating heraldry that has been a part of their story. At the coronation of Her Majesty The Queen, ten heraldic beasts stood guard. The plaster models were created for the occasion, symbolising the various strands of royal ancestry brought together in a young woman about to be crowned queen.This coin fits the 22.5mm Coin Capsule as featured below.The photograph shows the type of coin you will receive, not the exact item.","Code

auco8691                


Metal


                            Gold
                        



Product Type

Coin                


Weight

7.78                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Year

2016                


Fine Content

7.78                


Condition

Used                


Fineness

999.9                


Finish

Bullion                


Face Value

£25                


Diameter

22.00mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco8691/png-auco8691/preowned-2016-uk-queens-beasts-the-lion-14oz-gold-coin.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco8691/png-auco8691/preowned-2016-uk-queens-beasts-the-lion-14oz-gold-coin.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
100,simple,pre-owned-2007-uk-brilliant-uncirculated-£5-gold-coin,Pre-Owned 2007 UK Brilliant Uncirculated £5 Gold Coin,1,0,visible,"This Pre-Owned 2007 UK Brilliant Uncirculated £5 Gold Coin features Benedetto Pistrucci's St George and the Dragon design on the reverse.The obverse of the coin bears the portrait of Queen Elizabeth II by Ian Rank-Broadley.Weighs 39.90g and is struck in 916.7 (22ct) gold.Manufactured by The Royal Mint in Llantrisant, Wales.Struck to a brilliant uncirculated quality.VAT free and Capital Gains Tax exempt.Diameter: 36.02mm.Supplied boxed with certificate of authenticity.Other InformationThese coins were limited to a mintage of only 1,000.The photograph shows the type of coin you will receive, not the exact item.","Code

auco8129                


Metal


                            Gold
                        



Product Type

Coin                


Weight

39.90                


Country

United Kingdom                


Manufacturer

The Royal Mint                            




Year

2007                


Fine Content

36.60                


Condition

Used                


Fineness

916.7                


Finish

Bullion                


Face Value

£5                


Diameter

36.02mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco8129/png-auco8129/preowned-2007-uk-brilliant-uncirculated-5-gold-coin.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco8129/png-auco8129/preowned-2007-uk-brilliant-uncirculated-5-gold-coin.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
101,simple,pre-owned-usa-eagle-1oz-gold-coin-mixed-dates,Pre-Owned USA Eagle 1oz Gold Coin - Mixed Dates,1,0,visible,"The USA Eagle Gold Coin features a rendition of Gaudens' full length figure of Lady Liberty walking gracefully as the sun rises over a ridge, on the obverse of the coin.The reverse of the coin features the design created by sculptor Miley Busiek, which shows a male eagle carrying an olive branch flying above a nest containing a female eagle and her hatchlings.Weighs 33.92g and is struck in 916.7 (22ct) Fine Gold.Minted by The United States Mint.VAT Free.Dimensions: Diameter: 32.70mm Thickness: 2.87mm.Coins are of mixed years.Other InformationThe Eagle coin is the official gold bullion coin of the USA, and is authorized under the Gold Bullion Coin Act of 1985. USA Eagles have been produced since 1986. Eagle coins are guaranteed by the U.S. government to contain the stated amount of actual gold weight in troy ounces. By law, the gold must come from sources in America, alloyed with silver and copper to produce a more wear-resistant coin.The photograph shows the type of coin you will receive, not the exact item. Pre-owned coins are selected from those currently available in stock and as such we cannot specify which date you will receive.This coin fits the 33mm Coin Capsule as featured below.","Code

auco2566                


Metal


                            Gold
                        



Product Type

Coin                


Weight

33.92                


Country

USA                


Manufacturer

US Mint                            




Fine Content

31.10                


Condition

Used                


Fineness

916.7                


Finish

Bullion                


Face Value

$50                


Diameter

32.70mm                


Thickness

2.87mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco2566/png-2566_1/preowned-usa-eagle-1oz-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco2566/png-2566_1/preowned-usa-eagle-1oz-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
102,simple,pre-owned-swiss-20-franc-helvetia-gold-coin-mixed-dates,Pre-Owned Swiss 20 Franc Helvetia Gold Coin - Mixed Dates,1,0,visible,"The Pre-Owned Swiss 20 Franc Gold Coin depicts the allegorical female figure Helvetia as the national symbol of Switzerland, designed by Fritz Landry, on the obverse.The reverse of the coin shows a rendition of the Swiss shield, surrounded by oak leaves, with the value and year date.Weighs 6.45g and is struck in 900.0 Gold.Minted by The Bern Mint.Struck to a bullion finish.VAT free.Dimensions: Diameter: 21.00mm Thickness: 1.40mm.Mixed date coins.Other Information:These coins began production in 1897 at The Bern Mint, Switzerland which continued up to 1935. They were then minted for two more years in 1947 and 1949.Helvetia is also known as Vreneli.These coins are of various years and are selected from those currently available in stock so we cannot specify which date you will receive. We will do our best to send as many different dates, but this may not always be possible as they are pre-owned items and therefore availability is limited.The photographs show the type of coin you will receive, not the exact item.","Code

auco2237                


Metal


                            Gold
                        



Product Type

Coin                


Weight

6.45                


Country

Switzerland                


Manufacturer

The Bern Mint                            



Fine Content

5.80                


Condition

Used                


Fineness

900.0                


Finish

Bullion                


Face Value

20 Fr                


Diameter

21.00mm                


Thickness

1.40mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco2237/png-auco2237_1/preowned-swiss-20-franc-helvetia-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco2237/png-auco2237_1/preowned-swiss-20-franc-helvetia-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
103,simple,pre-owned-south-african-krugerrand-1-4oz-gold-coin-mixed-dates,Pre-Owned South African Krugerrand 1/4oz Gold Coin - Mixed Dates,1,0,visible,"The South African Krugerrand Gold Coin obverse shows a portrait of Paul Kruger, president of the South African Republic. The reverse shows a Springbok Antelope, one of South Africa's National symbols, and the year date.Each coin weighs 8.475g and is 916.7 Fine Gold.Minted by The South African Mint.VAT free.Dimensions: Diameter: 22.00mm Thickness: 1.88mm.Coins are of mixed years.Other Information First minted in 1967 by the South African Mint, the name 'Krugerrand' comes from the name president at the time Paul 'Kruger', and the unit of currency of South Africa the 'Rand'. Some countries banned the importing of Krugerrands during the '70s and '80s due to the association with the apartheid government but is now one of the most recognised Gold coins among collectors and investors alike. After its conception at the end of the '60s, the Krugerrand was being minted at a rate of approximately 40,000 units per year, this continued to grow until 1978 when a record breaking 6 million coins were produced. The photograph shows the type of coin you will receive, not the exact item. Pre-owned coins are selected from those currently available in stock and as such we cannot specify which date you will receive.","Code

auco2231                


Metal


                            Gold
                        



Product Type

Coin                


Weight

8.48                


Country

South Africa                


Manufacturer

South African Mint                            




Fine Content

7.78                


Condition

Used                


Fineness

916.7                


Finish

Bullion                


Diameter

22.00mm                


Thickness

1.88mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco2231/png-2231_1/preowned-south-african-krugerrand-14oz-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco2231/png-2231_1/preowned-south-african-krugerrand-14oz-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
104,simple,pre-owned-south-african-krugerrand-1-2oz-gold-coin-mixed-dates,Pre-Owned South African Krugerrand 1/2oz Gold Coin - Mixed Dates,1,0,visible,"The South African Krugerrand Gold Coin obverse shows a portrait of Paul Kruger, president of the old South African Republic.The reverse shows a Springbok Antelope, one of the South Africa's National symbols.Each coin weighs 16.95g and is 916.7 Fine Gold.Minted by The South African Mint.VAT Free.Dimensions: Diameter: 27.00mm Thickness: 2.22mm.Coins are of mixed years.Other Information First minted in 1967 by the South African Mint, the name 'Krugerrand' comes from the name president at the time Paul 'Kruger', and the unit of currency of South Africa the 'Rand'. Unless otherwise specified these coins are mixed years. Please note; when ordering quantities of this coin we cannot guarantee that all coins will be different dates. We will do our upmost to send different dates, but this may not always be possible. Pre-owned coins are selected from those currently available in stock and as such we cannot specify which date you will receive.","Code

auco2309                


Metal


                            Gold
                        



Product Type

Coin                


Weight

16.95                


Country

South Africa                


Manufacturer

South African Mint                            




Fine Content

15.55                


Condition

Used                


Fineness

916.7                


Finish

Bullion                


Diameter

27.00mm                


Thickness

2.22mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco2309/png-2309_1/preowned-south-african-krugerrand-12oz-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco2309/png-2309_1/preowned-south-african-krugerrand-12oz-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
105,simple,pre-owned-south-african-krugerrand-1-10oz-gold-coin-mixed-dates,Pre-Owned South African Krugerrand 1/10oz Gold Coin - Mixed Dates,1,0,visible,"The South African Krugerrand Gold Coin obverse shows a portrait of Paul Kruger, president of the old South African Republic. The reverse shows a Springbok Antelope, one of the South Africa's National symbols.Weighs 3.4g and is struck in 916.7 (22ct) gold.Manuactured by The South African Mint.Struck to a bullion finish.VAT free.Dimensions: Diameter: 16.50mm. Thickness: 1.35mm.Other Information First minted in 1967 by the South African Mint, the name 'Krugerrand' comes from the name president at the time Paul 'Kruger', and the unit of currency of South Africa the 'Rand'. Some countries banned the importing of Krugerrand's during the 70's and 80's due to the association with the apartheid government but is now one of the most recognised Gold coins among collectors and investors alike. After it's conception at the end of the 60's, the Krugerrand was being minted at a rate of approximately 40,000 units per year, this continued to grow until 1978 when a record breaking 6 million coins were produced. Pre-owned mixed dates coins are selected from those currently available in stock and as such we cannot specify which date you will receive. This coin fits Guardhouse Capsule – To Fit 1/10oz Gold Coins.","Code

auco1965                


Metal


                            Gold
                        



Product Type

Coin                


Weight

3.40                


Country

South Africa                


Manufacturer

South African Mint                            




Fine Content

3.10                


Condition

Used                


Fineness

916.7                


Finish

Bullion                


Diameter

16.50mm                


Thickness

1.35mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco1965/png-1965_1/preowned-south-african-krugerrand-110oz-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco1965/png-1965_1/preowned-south-african-krugerrand-110oz-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
106,simple,pre-owned-somalian-elephant-1oz-gold-coin-mixed-dates,Pre-Owned Somalian Elephant 1oz Gold Coin - Mixed Dates,1,0,visible,"These Pre-Owned Somalian Elephant 1oz Gold Coins are mixed dates and feature the image of an elephant on the reverse. Details of the coins weight and fineness also appear in the design. The edge of the coin reads 'AFRICAN WILDLIFE' and 'ELEPHANT'. The obverse of the Somalian Elephant 1oz Gold Coin bears the Somalian Coat of Arms and the date along with the monetary value. Minted at the Bavarian State Mint in Germany.Each coin weighs 1 Troy Ounce and is 999.9 Fine Gold.Minted at the Bavarian State Mint in Germany.VAT Free.Finished to Bullion Quality.Diameter: 39.0mm Thickness: 1.9mm.Other InformationThe Somalia Elephant coin, part of the African Wildlife series, began in 2004. The reverse design of the Somalian Elephant coin changes annually. Each design focuses on these captivating, yet endangered Somalian Elephants, which are shown in exquisite detail.The coins are minted by the Bavarian State Mint, in Munich, Germany. This mint is over 800 years old, it has been minting coins since 1158, and it is the oldest company in Munich.The images show the type of coin you will receive, not the exact item. These mixed dates coins are selected from those currently available in stock and as such we cannot specify which date you will receive.","Code

auco18895                


Metal


                            Gold
                        



Product Type

Coin                


Weight

31.10                


Country

Somalia                


Manufacturer

Bavarian State Mint                            




Fine Content

31.10                


Condition

Used                


Fineness

999.9                


Finish

Bullion                


Diameter

39.00mm                


Thickness

1.90mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco18895/png-auco18895_1_2/preowned-somalian-elephant-1oz-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco18895/png-auco18895_1_2/preowned-somalian-elephant-1oz-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
107,simple,pre-owned-somalian-elephant-1-10oz-gold-coin-mixed-dates,Pre-Owned Somalian Elephant 1/10oz Gold Coin - Mixed Dates,1,0,visible,"The Pre-Owned Somalian Elephant 1/10oz Gold Coin - Mixed Dates features a different design depending on the year the coin you receive was issued. Details of the coins weight and fineness will appear in the design. The edge of the coin will read 'AFRICAN WILDLIFE' and 'ELEPHANT'. The obverse of the coin bears the Somalian Coat of Arms and the year-date along with the monetary value.Each coin weighs 3.11g and is 999.9 Fine Gold.These coins are minted by The Bavarian Mint in Germany.VAT Free.Each coin is struck to bullion quality.Dimensions: Diameter: 20.00mm. Thickness: 0.80mm.Coins are mixed dates.Other InformationThe Somalia Elephant coin, part of the African Wildlife series, began in 2004. The reverse design of the Gold Elephant Coin changes annually. Each design focuses on these captivating, yet endangered Somalian Elephants, which are shown in exquisite detail.The coins are minted by the Bavarian State Mint, in Munich, Germany. This mint is over 800 years old, it has been minting coins since 1158, and it is the oldest company in Munich.The photograph shows the type of coin you will receive, not the exact item. Pre-owned mixed date coins are selected from those currently available in stock and so we cannot specify which date you will receive.","Code

auco15743                


Metal


                            Gold
                        



Product Type

Coin                


Weight

3.11                


Country

Somalia                


Manufacturer

Bavarian State Mint                            




Fine Content

3.11                


Condition

Used                


Fineness

999.9                


Finish

Bullion                


Face Value

100 Shilling                


Diameter

20.00mm                


Thickness

0.80mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco15743/png-auco15743_1_2/preowned-somalian-elephant-110oz-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco15743/png-auco15743_1_2/preowned-somalian-elephant-110oz-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
108,simple,pre-owned-mexican-libertad-1-20oz-gold-coin-mixed-dates,Pre-Owned Mexican Libertad 1/20oz Gold Coin - Mixed Dates,1,0,visible,"The Pre-Owned Mexican Libertad 1/20oz Gold Coin features a portrait of a Winged Victoria in front of a Volcanic Landscape on its reverse.The obverse of each coin features an eagle and a snake, encompassed by the legend ""ESTADOS UNIDOS MEXICANOS"" (UNITED MEXICAN STATES).Each coin weighs 1.55g and is 999.0 Fine Gold.Minted by Casa de Moneda, Mexico.Bullion finish.VAT free.Dimensions: Diameter: 13.00mm. Thickness: 1.00mm.These coins are mixed dates.Other informationThese coins are minted by Casa de Moneda de Mexico, the oldest mint in North America. - (Est. in 1535)The photographs show the type of coin you will receive, not the exact item. Pre-owned mixed dates coins are selected from those currently available in stock and as such we cannot specify which date you will receive.","Code

auco18970                


Metal


                            Gold
                        



Product Type

Coin                


Weight

1.55                


Country

Mexico                


Manufacturer

Banco de Mexico                            




Fine Content

1.55                


Condition

Used                


Fineness

999.0                


Finish

Bullion                


Diameter

13.00mm                


Thickness

0.83mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco18970/png-auco18970/preowned-mexican-libertad-120oz-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco18970/png-auco18970/preowned-mexican-libertad-120oz-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
109,simple,pre-owned-mexican-50-peso-gold-coin-mixed-dates,Pre-Owned Mexican 50 Peso Gold Coin - Mixed Dates,1,0,visible,"The Pre-Owned Mexican 50 Peso Gold Coin features a design of The Angel of Independence, as well as the year-date, denomination, weight and fineness, on the obverse.The reverse features Mexico's Coat of Arms, which shows a Golden Eagle, sat on a cactus, with a snake in its beak.Weighs 41g and is 900.0 Gold.Minted by Banco de México.VAT freeDimensions: Diameter: 37.10mm Thickness: 2.69mm.Mixed date coins.Other InformationMexican 50 Peso Gold Coins were minted between 1921 and 1947, however, restrikes were then minted after this time, and dated 1947.Pre-owned mixed date coins are selected from those currently available in stock and as such we cannot specify which date you will receive. We will do our best to send as many different dates, but this may not always be possible.","Code

auco2240                


Metal


                            Gold
                        



Product Type

Coin                


Weight

41.80                


Country

Mexico                


Manufacturer

Banco de México                            



Fine Content

37.60                


Condition

Used                


Fineness

900.0                


Finish

Bullion                


Face Value

50 Peso                


Diameter

37.10mm                


Thickness

2.69mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco2240/png-2240/preowned-mexican-50-peso-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco2240/png-2240/preowned-mexican-50-peso-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
110,simple,pre-owned-mexican-2-peso-gold-coin-mixed-dates,Pre-Owned Mexican 2 Peso Gold Coin - Mixed Dates,1,0,visible,"The Pre-Owned Mexican 2 Peso Gold Coin shows the writing 'Dos Pesos' surrounded by a wreath, and the year-date on the obverse.The reverse of the coin shows Mexico's Royal Coat of Arms - a golden eagle on a cactus, with a snake in its beak.Weighs 1.66g  and is struck in 900.0 gold.Minted at Banco de Mexico.Struck to a bullion finish.VAT free.Dimensions: Diameter: 13mm. Thickness: 1.02mm.Mixed dates.Other Information:These 2 Peso Gold Coins were minted from 1919 until 1948, however, there were a lot of re-strikes minted with the year of 1945.Pre-owned mixed-date coins are selected from those currently available in stock and as such we cannot specify which date you will receive.","Code

auco2496                


Metal


                            Gold
                        



Product Type

Coin                


Weight

1.70                


Country

Mexico                


Manufacturer

Banco de México                            



Fine Content

1.50                


Condition

Used                


Fineness

900.0                


Finish

Bullion                


Face Value

2 Peso                


Diameter

13.00mm                


Thickness

1.02mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco2496/png-auco2496_1_2/preowned-mexican-2-peso-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco2496/png-auco2496_1_2/preowned-mexican-2-peso-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
111,simple,pre-owned-french-napoleon-iii-wreath-20-franc-gold-coin-mixed-dates,Pre-Owned French Napoleon III Wreath 20 Franc Gold Coin - Mixed Dates,1,0,visible,"The Pre-Owned French Napoleon III Wreath 20 Franc Gold Coin features a bust of Napoleon III, Emperor of France from 1852-1870, designed by Jean Jacques Barre.The reverse of the coin features legend surrounding a wreath containing the value and date.Weighs 6.45g and is struck in 900.0 gold.Manufactured at various French Mints.Struck to a bullion finish.VAT free.Diameter: 21.20mm. Thickness: 1.30mm.Other InformationThe photographs show the type of coin you will receive, not the exact item. These pre-owned mixed date coins are selected from those currently available in stock and as such we cannot specify which date you will receive. We will do our best to send as many different dates, but this may not always be possible as they are pre-owned items and therefore availability is limited.","Code

auco3317                


Metal


                            Gold
                        



Product Type

Coin                


Weight

6.45                


Country

France                


Fine Content

5.81                


Condition

Used                


Fineness

900.0                


Finish

Bullion                


Face Value

20 Franc                


Diameter

21.20mm                


Thickness

1.30mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco3317/png-auco3317_1_2/preowned-french-napoleon-iii-wreath-20-franc-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco3317/png-auco3317_1_2/preowned-french-napoleon-iii-wreath-20-franc-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
112,simple,pre-owned-french-napoleon-iii-wreath-10-franc-gold-coin-mixed-dates,Pre-Owned French Napoleon III Wreath 10 Franc Gold Coin - Mixed Dates,1,0,visible,"These Pre-Owned French Napoleon III Wreath 10 Franc Gold Coins feature a bust of Napoleon III, Emperor of France from 1852-1870, designed by Jean Jacques Barre. The reverse features legend surrounding a wreath containing the value and date.This coin weighs 3.23g of .900 Gold.These coins were minted at various French Mints.VAT free.Struck to bullion quality.These coins are mixed dates.Other InformationThe photograph shows the type of coin you will receive, not the exact item. These pre-owned coins are selected from those currently available in stock and as such we cannot specify which date you will receive. The photograph shows the type of coin you will receive, not the exact item.","Code

auco4961                


Metal


                            Gold
                        



Product Type

Coin                


Weight

3.23                


Country

France                


Fine Content

2.91                


Condition

Used                


Fineness

900.0                


Finish

Bullion                


Face Value

10 Franc",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco4961/png-auco4961/preowned-french-napoleon-iii-wreath-10-franc-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco4961/png-auco4961/preowned-french-napoleon-iii-wreath-10-franc-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
113,simple,pre-owned-french-20-franc-napoleon-iii-gold-coin-mixed-dates,Pre-Owned French 20 Franc Napoleon III Gold Coin - Mixed Dates,1,0,visible,"This Pre-Owned French 20 Franc Napoleon III Gold Coin features a bust of Napoleon III, Emperor of France, on the coins obverse. The reverse bears a coat of arms as well as the value and date.Weighs 6.45g and is struck in 900.0 gold.Manufactured at the French Mint.Struck to a bullion finish.VAT free.Diameter: 21.00mm. Thickness: 1.30mm.Mixed dates.Other InformationThese coins are pre-owned and are mixed dates. Mixed date coins are selected from those currently available in stock so we cannot specify which date you will receive.The photograph shows the type of coin you will receive, not the exact item. This coin fits the 22.05mm Coin Capsule as featured below.","Code

auco4965                


Metal


                            Gold
                        



Product Type

Coin                


Weight

6.45                


Country

France                


Fine Content

5.80                


Condition

Used                


Fineness

900.0                


Finish

Bullion                


Face Value

20 Franc                


Diameter

21.00mm                


Thickness

1.30mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco4965/png-auco4965_1_2/preowned-french-20-franc-napoleon-iii-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco4965/png-auco4965_1_2/preowned-french-20-franc-napoleon-iii-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
114,simple,pre-owned-french-20-franc-rooster-gold-coin-mixed-dates,Pre-Owned French 20 Franc 'Rooster' Gold Coin - Mixed Dates,1,0,visible,"The Pre-Owned French 20 Franc 'Rooster' Gold Coin depicts a bust of Marianne, a national symbol of France on the obverse.The reverse of the coin shows The Gallic Rooster, the coin's monetary denomination and the year. Weighs 6.45g and is struck in 900.0 Gold.Minted by Monnaie de Paris.Struck to a bullion finish.VAT free.Dimensions - Diameter: 21.00mm, Thickness: 1.40mm.Other Information:These Rooster 20 Franc Gold Coins were minted from 1899 until 1914. The design of Marianne on the obverse of the coin was designed by J.C. Chaplain.The photographs show the type of coin you will receive, not the exact item.Mixed date coins are taken from those currently in stock, as such we cannot guarantee which dates you will receive. This coin fits the 22.5mm Coin Capsule as featured below.","Code

auco2486                


Metal


                            Gold
                        



Product Type

Coin                


Weight

6.45                


Country

France                


Manufacturer

Monnaie de Paris                            




Fine Content

5.80                


Condition

Used                


Fineness

900.0                


Finish

Bullion                


Face Value

20 Fr                


Diameter

21.00mm                


Thickness

1.40mm",,,taxable,,1,instock,,,,,,,,,,,,Gold Coins,,,https://images.atkinsonsbullion.com/products/130/130/0/v2/auco2486/png-auco2486_1_2/preowned-french-20-franc-rooster-gold-coin--mixed-dates.png,"https://images.atkinsonsbullion.com/products/252/252/0/v2/auco2486/png-auco2486_1_2/preowned-french-20-franc-rooster-gold-coin--mixed-dates.png,data:image/svg+xml,%3Csvg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 252 252'%3E%3C/svg%3E",,,,,,,,,,,,,,
